PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"42201748","Real-World Implementation of EndoConnect in Brazilian Primary Care: Formative Study of Usability, Engagement, and Equity in Digital Endometriosis Care","Luz KP, Ferreira Lima DL.","JMIR Form Res. 2026 May 27;10:e89464. doi: 10.2196/89464.","Luz KP","JMIR Form Res","2026","2026/05/27","PMC13215047","","10.2196/89464"
"35001047","Referrals and Decision-Making Considerations Involved in Selecting a Surgeon for Rectal Cancer Treatment in the Midwestern United States","Del Vecchio NJ, Gao X, Weeks KS, Mengeling MA, Kahl AR, Gribovskaja-Rupp I, Lynch CF, Chrischilles EA, Charlton ME.","Dis Colon Rectum. 2022 Jul 1;65(7):876-884. doi: 10.1097/DCR.0000000000002257. Epub 2022 Jan 4.","Del Vecchio NJ","Dis Colon Rectum","2022","2022/01/10","PMC11623395","NIHMS2037073","10.1097/DCR.0000000000002257"
"40865109","Prevalence and characterization of human immunodeficiency virus coinfection in patients hospitalized with tuberculosis in a reference hospital in Bogotá","Puentes-Ariza GC, Meléndez-Rhenals S, Nocua-Báez LC, Páez-Ardila H.","Biomedica. 2025 Aug 11;45(3):423-435. doi: 10.7705/biomedica.7664.","Puentes-Ariza GC","Biomedica","2025","2025/08/27","PMC12448568","","10.7705/biomedica.7664"
"40380669","Improving the Usability of a Digital Questionnaire to Elicit Symptoms for Patients Referred via the Cancer Diagnostic Pathway for Suspected Head and Neck Cancer","Odo C, Hardman J, Patterson J, McVey L, Rousseau N, Paleri V, Randell R.","Stud Health Technol Inform. 2025 May 15;327:1120-1124. doi: 10.3233/SHTI250564.","Odo C","Stud Health Technol Inform","2025","2025/05/17","","","10.3233/SHTI250564"
"42157349","Clinical routines and structural resources for performing transoesophageal echocardiography on German stroke units","Mirkov D, Qabalan A, Ringleb PA, Schwab S, Haeusler KG, Jenetzky E, Rizos T.","Neurol Res Pract. 2026 May 19;8(1):41. doi: 10.1186/s42466-026-00500-9.","Mirkov D","Neurol Res Pract","2026","2026/05/20","PMC13188604","","10.1186/s42466-026-00500-9"
"42149361","Clinical and epidemiological profile of patients with accidental tetanus in a referral hospital: a 13-year historical series","de Oliveira Souza EC, do Nascimento JGV, Ota V, Cruz ADFC, da Costa CA, de Oliveira ALM, Escosteguy CC, Galliez RM.","Infection. 2026 May 18. doi: 10.1007/s15010-026-02826-7. Online ahead of print.","de Oliveira Souza EC","Infection","2026","2026/05/18","","","10.1007/s15010-026-02826-7"
"42224439","The Use of Tomographs in Brazil's National Health System: Case Study on the Efficiency of the Public Network in Rio Grande do Norte","Barreto TO, de Oliveira Júnior EB, Dos Santos Felipe IJ, de Lima Paiva JC, Rodrigues Veras NV, de Macedo Silva L, Macedo da Costa JM, Santos de Aragão É, Góis Farias de Moura Santos Lima T, da Costa Barros C, Silveira E Silva R, Rocha de Andrade F, Holanda Cardoso P, Santos Pinheiro A, Medeiros Machado G, Miranda Veloso CM, Simões Camara Leão L, Dantas Coutinho K, de Medeiros Valentim RA.","Online J Public Health Inform. 2026 Jun 1;18:e83494. doi: 10.2196/83494.","Barreto TO","Online J Public Health Inform","2026","2026/06/01","PMC13225223","","10.2196/83494"
"35724254","Characteristics of Mismatch Repair-Deficient Colon Cancer in Relation to Mismatch Repair Protein Loss, Hypermethylation Silencing, and Constitutional and Biallelic Somatic Mismatch Repair Gene Pathogenic Variants","Keshinro A, Ganesh K, Vanderbilt C, Firat C, Kim JK, Chen CT, Yaeger R, Segal NH, Gonen M, Shia J, Stadler ZK, Weiser MR.","Dis Colon Rectum. 2023 Apr 1;66(4):549-558. doi: 10.1097/DCR.0000000000002452. Epub 2022 Jun 20.","Keshinro A","Dis Colon Rectum","2023","2022/06/20","PMC9763548","NIHMS1817670","10.1097/DCR.0000000000002452"
"41536933","[Estimated number of procedures for implementing organized screening with HPV-DNA testing in BrazilEstimaciones de procedimientos para la implementación del rastreo organizado con pruebas de ADN del VPH en Brasil]","Ribeiro CM, Dos Santos ROM, Vale DB, Teixeira JC.","Rev Panam Salud Publica. 2026 Jan 13;50:e7. doi: 10.26633/RPSP.2026.7. eCollection 2026.","Ribeiro CM","Rev Panam Salud Publica","2026","2026/01/15","PMC12798674","","10.26633/RPSP.2026.7"
"41408706","Enhancing patient education in cataract surgery using a conversational artificial intelligence chatbot: pilot randomized controlled trial","Cardon de Lichtbuer P, Declerck W, Rosseel Q, Savieri P, Oellerich S, Ní Dhubhghaill S.","J Cataract Refract Surg. 2026 May 1;52(5):470-475. doi: 10.1097/j.jcrs.0000000000001856.","Cardon de Lichtbuer P","J Cataract Refract Surg","2026","2025/12/18","","","10.1097/j.jcrs.0000000000001856"
"42177157","Implementation of a smartphone-based ultrasound program to improve timely diagnosis of life-threatening injuries in Cameroon: Results from a prospective, multisite feasibility study","Rosenbloom L, Emeh AN, Tambe J, Haddad K, Marpha M, Maffo CJ, Mbebi EF, Driban M, Yost M, Oke R, Obeng-Gyasi I, Juillard C, Chichom AM, Christie SA.","Injury. 2026 May 14:113357. doi: 10.1016/j.injury.2026.113357. Online ahead of print.","Rosenbloom L","Injury","2026","2026/05/23","","","10.1016/j.injury.2026.113357"
"39934916","Home-based urinary HPV self-sampling for the detection of cervical cancer precursor lesions: attitudes and preferences from Belgian females participating in the CASUS study","Hendrickx JO, Van Keer S, Donders G, Weyers S, Doyen J, Beyers KCL, Rios-Cortes A, Meers N, Téblick L, Vankerckhoven VVJ.","Arch Public Health. 2025 Feb 12;83(1):32. doi: 10.1186/s13690-024-01490-3.","Hendrickx JO","Arch Public Health","2025","2025/02/11","PMC11818055","","10.1186/s13690-024-01490-3"
"40511748","Textbook Outcomes of Minimally Invasive Total Mesorectal Excision: A Composite Tool to Assess and Compare Outcomes for Benchmarking","Gupta V, Mor A, Mundhada RO, Kazi MK, Daphal AJ, Sharma A, Desouza AL, Saklani AP.","Dis Colon Rectum. 2025 Sep 1;68(9):1042-1051. doi: 10.1097/DCR.0000000000003837. Epub 2025 Jun 13.","Gupta V","Dis Colon Rectum","2025","2025/06/13","","","10.1097/DCR.0000000000003837"
"41724824","Traffic pattern-adaptive channel allocation in cognitive radio networks via multi-scale windowing","Min Z, Ziru W, Jinyuan B, Bo Z.","Sci Rep. 2026 Feb 22;16(1):10188. doi: 10.1038/s41598-026-41417-2.","Min Z","Sci Rep","2026","2026/02/22","PMC13022403","","10.1038/s41598-026-41417-2"
"34646753","Efficacy of an internet-based psychological intervention for problem gambling and gambling disorder: Study protocol for a randomized controlled trial","Diaz-Sanahuja L, Campos D, Mira A, Castilla D, García-Palacios A, Bretón-López JM.","Internet Interv. 2021 Oct 5;26:100466. doi: 10.1016/j.invent.2021.100466. eCollection 2021 Dec.","Diaz-Sanahuja L","Internet Interv","2021","2021/10/14","PMC8501496","","10.1016/j.invent.2021.100466"
